C1,C2
3122.3,2857
-58.694,-115.77
1239.4,1543
288.92,222.92
28.688,3.7986
3092.2,3081.2
587.78,474.53
130.61,98.183
0.011511,-0.14268
-0.028753,-0.019454
0.99682,0.76356
