"","X","Year","Month","Day","Trial","Tailbeat_Num","Ablation","Darkness","Species","Flow","X_Center","Y_Center","X_SD","Y_SD","Z_SD","School_Polar","School_Speed","NND","Area","Groups","Mean_Groups","School_Height","Tailbeat_Freq"
"24",8,2020,7,28,11,9,"N","N","Giant Danio",0,3.51608366824131,1.06966006809836,0.470441873837943,0.759771512610652,0.895714819195808,0.148589262427172,1.33877868045419,1.18877083834963,1.29556963117404,1,1,2.77311502684999,0.332010987525542
"25",9,2020,7,28,11,10,"N","N","Giant Danio",0,3.74239927200141,0.922394753282029,0.388672994687642,0.735324228816477,0.622328164762641,0.203516237318144,1.92108568673196,0.953277416555338,0.669204577258933,1,1,1.97611994547703,0.280709882766734
"26",10,2020,7,28,11,11,"N","N","Giant Danio",0,3.98128533102401,0.862986228916214,0.449677781756315,0.664419243244811,0.25950542615318,0.191080984615213,1.69960952102763,0.633817586555086,0.0467127916798027,1,1,0.744363670126492,0.594608447176144
"27",11,2020,7,28,11,12,"N","N","Giant Danio",0,4.20484166390749,0.863941763175152,0.590126951822879,0.603859535281747,0.768348911091938,0.232942414942219,2.2477958982166,0.994204366503995,1.56068430533991,1,1,2.44527018552885,0.242353607478021
"28",12,2020,7,28,11,13,"N","N","Giant Danio",0,4.60307829177434,0.818552557595769,0.764263240793577,0.434237655589353,0.442757450272211,0.247760113898578,1.62521012506388,1.06108712418566,0.381042197763392,1,1,1.18067436974015,0.509647971981487
"29",13,2020,7,28,11,14,"N","N","Giant Danio",0,5.01300502011598,0.611528762687254,0.328430823890171,0.18610044344485,0.155040350561981,0.244144386504443,1.57426220238459,NA,NA,1,1,0.360595305407182,0.280116509053729
"30",14,2020,7,28,11,15,"N","N","Giant Danio",0,4.89556687203014,0.611888311850795,0.985928311305686,0.315119165212672,0.331592882982525,0.0968881204990523,2.01182102554111,1.12971529712917,0.123094327859885,2,1.57894736842105,0.850341131279651,1.4309682043024
"31",0,2021,3,25,1,1,"N","N","Giant Danio",0,2.68190940191815,1.14998276681233,0.972824568742489,0.630949670433794,0.891692009715216,0.425255997476783,2.1830963986768,1.0355279615445,8.82141865330006,1,1,2.79536431962272,1.28944309645815
"32",1,2021,3,25,1,2,"N","N","Giant Danio",0,2.66355875964638,1.49335399772105,1.09012105315205,0.6563239776528,0.999821468232714,0.377722715535126,1.65455260338988,1.17251870087506,6.4036929264736,1,1.36842105263158,3.18381737082821,0.682110180760818
"33",2,2021,3,25,1,3,"N","N","Giant Danio",0,2.72406660038409,1.3603925293812,1.05134510593625,0.77090667319823,0.557187877130695,0.363289609972057,1.50203458746074,1.44196675013466,0.748990534700114,2,1.63157894736842,1.57834902486622,0.543063048746944
"34",3,2021,3,25,1,4,"N","N","Giant Danio",0,3.05214567330569,1.22768112554572,1.23712292720692,0.76680426342264,0.334588981825141,0.560246429942005,1.73259408019073,1.273508192349,1.03789277470824,2,2,0.942202105596125,0.57001507432276
"35",4,2021,3,25,1,5,"N","N","Giant Danio",0,3.33954057109134,1.15067946208876,1.0195908772601,0.738165452860172,0.648737222158029,0.647883150472441,1.53447014680244,1.1729106360839,4.1610915270582,2,1.78947368421053,1.96066011445234,0.435500545221866
"36",5,2021,3,25,1,6,"N","N","Giant Danio",0,3.450717133551,1.12848578840176,1.11931083400793,0.685190272912069,0.541358641449992,0.589896003561356,1.37085676326469,1.24099966292058,2.82125299151088,2,2.10526315789474,1.64616879687676,0.369974325679011
"37",6,2021,3,25,1,7,"N","N","Giant Danio",0,3.4484282820712,0.981414482314732,0.935106070772597,0.562991740540824,0.632300647624923,0.322206380858127,3.37528335874674,1.31963950069913,1.24638036551767,1,1.47368421052632,1.83527257695965,0.394785991943834
"38",7,2021,3,25,1,8,"N","N","Giant Danio",0,3.57025152822626,1.14399822765354,1.00180847158393,0.527422694200767,0.317298045524997,0.24114244772517,2.29280946655485,1.11504884701832,0.234721698546665,1,1,0.90554776764824,0.522113959199206
"39",8,2021,3,25,1,9,"N","N","Giant Danio",0,3.73198308374354,1.40263707767763,1.01724167232513,0.459359663876157,0.638513507836412,0.206275259652724,2.74890780578311,1.16574620629498,0.855867018127646,1,1,1.82333341245115,0.534811366290782
"40",9,2021,3,25,1,10,"N","N","Giant Danio",0,3.86639236615758,1.37784902553031,0.830987298526557,0.474069174411879,1.02756490448403,0.181120543176124,2.18370529440604,1.31633677679091,3.33343375996774,1,1,2.90589516501864,0.849779130706337
"41",10,2021,3,25,1,11,"N","N","Giant Danio",0,4.00779413471957,1.04524244020939,0.763719337319089,0.43531439017284,0.517722048390809,0.159919952600331,2.22711005496482,0.974536720815092,0.0573137196748409,1,1,1.43072745507577,0.610229198684526
"42",11,2021,3,25,1,12,"N","N","Giant Danio",0,4.06286269683533,0.96056853450802,0.707310497230166,0.175351423481033,0.66713738612469,0.168482009636687,2.75857775302524,0.993634358274097,0.0363772363147988,1,1,1.80969039190804,0.739635400238228
"43",12,2021,3,25,1,13,"N","N","Giant Danio",0,3.89020053158984,1.08307573164659,0.591591392793091,0.211407103184368,1.35208177936403,0.182109033007027,2.44803797649162,1.32956647200489,0.367946809730982,1,1,3.67738207199584,0.798743604078605
"44",13,2021,3,25,1,14,"N","N","Giant Danio",0,3.59360393796187,1.25415424973486,0.521291120238991,0.217750408707143,1.17232681584041,0.240338125805842,4.88460584094893,1.46648937269803,0.0324606046673524,1,1.36842105263158,2.96178613108464,0.559860147181041
"45",0,2020,7,28,10,1,"N","N","Giant Danio",0,3.10338028933374,0.728911958008843,0.650097291871401,0.573313082870601,1.10194045701196,0.293613420449512,2.17876760935718,1.1640286505887,2.70193473500344,1,1,3.74063544694421,1.27123463674224
"46",1,2020,7,28,10,2,"N","N","Giant Danio",0,2.99566961872743,0.51251651414124,0.530447337276474,0.429291460405982,0.495364134900419,0.0912886204400769,1.26394021721158,0.82775998463096,0.224194611538335,1,1,1.51112317908192,0.751274636411873
"47",2,2020,7,28,10,3,"N","N","Giant Danio",0,2.94830043234301,0.430803466025928,0.545758321548884,0.323051623247836,0.436905180381908,0.0463017824105277,1.51718514397967,0.76982349561855,0.0622398525315242,1,1,1.25754802142891,0.662919674951211
"48",3,2020,7,28,10,4,"N","N","Giant Danio",0,3.04194489986198,0.50657317941889,0.610004613152759,0.321079707091596,0.539696154511027,0.142480087376783,1.90944553597619,0.950123624053118,0.0851476495228704,1,1,1.47652225324931,0.863036584143631
"49",4,2020,7,28,10,5,"N","N","Giant Danio",0,3.18039519394476,0.659213727993023,0.652975115873163,0.36758822520351,0.363552520043762,0.339193921574341,1.24222260094319,0.945276000792441,0.00533000869455747,1,1,0.797418342812739,1.06635628731057
"50",5,2020,7,28,10,6,"N","N","Giant Danio",0,3.39807247034325,0.929764746357548,0.576950068187003,0.435728109971512,0.528883031727004,0.395857945930993,1.29594159961923,1.10704560676681,0.243949477074575,1,1.15789473684211,1.27484983189284,1.18589893710364
"51",6,2020,7,28,10,7,"N","N","Giant Danio",0,3.62034637972163,1.25780250791846,0.489398723953296,0.42776014251357,1.04524665465138,0.529743755304642,1.7940758366861,1.27726767370982,0.470194664553373,2,1.68421052631579,2.87764280526217,0.446187100033492
"52",7,2020,7,28,10,8,"N","N","Giant Danio",0,3.87604940195652,1.0700610509174,0.419120611140611,0.431167630723423,0.737158284435909,0.505939724661493,1.75801155000141,1.0501267205171,0.206244015060739,1,1,2.02139988589789,0.461989405150834
"53",8,2020,7,28,10,9,"N","N","Giant Danio",0,4.17019299231803,0.78454559550312,0.439011667784896,0.428178781771236,0.644615358555899,0.606369683626367,1.51520611507048,0.801126542875492,0.295477795089124,1,1,1.75672525686877,0.629761511997044
"54",9,2020,7,28,10,10,"N","N","Giant Danio",0,4.37954139757752,0.764587476564891,0.437512196576783,0.435226697814854,0.541108580570212,0.610937065756613,1.18836391205416,0.714751594439579,0.242027588484075,1,1,1.31695532320336,0.598380302883942
"55",10,2020,7,28,10,11,"N","N","Giant Danio",0,4.50162842281595,0.764987609285317,0.481636649957431,0.48288544631335,0.633915469669677,0.35688662130458,1.79103222753151,0.964819149387153,0.773497043177794,1,1,1.62804973508264,0.720409575121932
"56",11,2020,7,28,10,12,"N","N","Giant Danio",0,4.57375729125191,0.715007951403551,0.470290722720634,0.477449230020415,1.11692714186095,0.309676610467529,1.25248812292913,1.02182651302496,2.27309079476203,1,1,3.16017589554087,0.527203809297943
"57",12,2020,7,28,10,13,"N","N","Giant Danio",0,4.65907362049939,0.909534470624152,0.531566486724866,0.470008753873333,0.985077096059192,0.243644671149302,1.07364564774094,0.937344324778117,2.14905746101963,1,1,3.01395355862582,0.597309016947532
"58",13,2020,7,28,10,14,"N","N","Giant Danio",0,4.68085734532005,1.0924812003491,0.645796985633493,0.458961343306736,0.7732841439076,0.197079363445573,1.44273803908492,0.860683468962864,1.15282325651214,1,1,2.26068285876443,0.77557782396015
"59",14,2020,7,28,10,15,"N","N","Giant Danio",0,4.67214341569187,1.12647024856926,0.741594180648272,0.442414662016901,0.67719212479108,0.182597516734485,1.69290083619858,0.968319329510692,1.10122468995388,1,1,1.88997825475102,0.592794871506069
"60",15,2020,7,28,10,16,"N","N","Giant Danio",0,4.58102055773232,0.789990127267876,0.793098326048141,0.401337413289385,0.949423512532237,0.337490016581803,2.198097434879,0.942215544959088,2.45922072904412,1,1,3.01816923524441,0.89684188478669
"61",0,2021,8,3,7,1,"Y","N","Giant Danio",0,3.0505791389796,0.324686897832091,1.40323238210355,0.621421400129298,0.404650059868623,0.265814623874321,1.64711988220141,1.29272416693604,3.23884310613633,1,1,1.27018538391087,1.01227498220217
"62",1,2021,8,3,7,2,"Y","N","Giant Danio",0,3.11091097293622,0.333982631867136,1.44821844771837,0.594946973414819,0.403937964265032,0.242102523990574,1.49258990426841,1.31251652206051,2.50763433429461,1,1,1.2400116453578,0.569335203080336
"63",2,2021,8,3,7,3,"Y","N","Giant Danio",0,3.17843769469083,0.416420957176252,1.2572909471131,0.695899424094044,0.40642642423283,0.384209403846948,1.53729062747826,1.25354834024438,3.59999462997768,2,1.68421052631579,1.2383394692555,0.619857195813851
"64",3,2021,8,3,7,4,"Y","N","Giant Danio",0,3.27844799873387,0.466057781452174,1.11212178362615,0.696228442811403,0.487253054259056,0.306842816870636,1.66456649370286,1.17187068798501,5.49617505076127,1,1,1.67655473160488,0.421830957172596
"65",4,2021,8,3,7,5,"Y","N","Giant Danio",0,3.39021596137974,0.454005091704823,1.05663503946306,0.688887160927362,0.481336414760983,0.379075228011338,1.5937829962484,0.965778423215398,4.55444614355611,1,1,1.72020986952593,0.351988037787697
"66",5,2021,8,3,7,6,"Y","N","Giant Danio",0,3.46468594546015,0.356163816008149,1.0567064819956,0.62090349398552,0.414897208264628,0.4128653845296,1.67310659325229,0.833143550244602,2.75355659660695,1,1,1.43381569827223,0.381607409702002
"67",6,2021,8,3,7,7,"Y","N","Giant Danio",0,3.47304551148176,0.255632419250468,1.05875163991895,0.653556868852286,0.378339217126917,0.183710367960015,1.44895297244148,0.806663358542948,1.76353400670444,1,1,1.20854210200203,0.416409870608253
"68",7,2021,8,3,7,8,"Y","N","Giant Danio",0,3.41741729741657,0.235828832551845,1.12960560476931,0.705663325259299,0.370175078029688,0.117751883333706,1.32697164516107,0.888443331456023,2.04535741872818,1,1,1.30238930798254,0.457345814189594
"69",8,2021,8,3,7,9,"Y","N","Giant Danio",0,3.33874555990873,0.283400809996202,1.23839205428448,0.77139703858046,0.351037159857453,0.106527041446995,1.14031497484627,0.979383040091475,2.5134231590735,1,1,1.19614445046555,0.528441872525848
"70",9,2021,8,3,7,10,"Y","N","Giant Danio",0,3.16244171672117,0.263670638582437,1.39364340474834,0.767783901697593,0.217611490574129,0.111172754727752,1.74579168813061,1.35092720509692,0.525514267961719,1,1.05263157894737,0.589694308389694,0.381698678534389
"71",10,2021,8,3,7,11,"Y","N","Giant Danio",0,3.08475182787575,0.25615395964344,1.10717260938256,0.821761594791128,0.298223690312367,0.184922670881936,1.43441533929544,0.879450416675876,1.77237332742199,2,1.73684210526316,0.909599869646428,0.538241088741223
"72",11,2021,8,3,7,12,"Y","N","Giant Danio",0,3.15935871213719,0.285522518333957,1.46798520679461,0.834686561047412,0.28796501079693,0.234796278461567,1.05684968496916,0.873114063937357,3.26490659749303,1,1.36842105263158,0.898131946259565,0.328722743889905
"73",12,2021,8,3,7,13,"Y","N","Giant Danio",0,3.24767557127513,0.236238040954216,1.6117366123591,0.827735305532193,0.321377658914009,0.387190823618406,1.39602157220897,0.974686433306581,6.77047383569939,1,1,0.995249597730316,0.445855305370005
"74",13,2021,8,3,7,14,"Y","N","Giant Danio",0,3.28448310040474,0.185980209843526,1.80626323994505,0.81064116797155,0.299695505985442,0.473910831582683,1.18014105367544,0.973919144274538,7.33388427258274,1,1.26315789473684,0.890670722469822,0.612822777411916
"75",14,2021,8,3,7,15,"Y","N","Giant Danio",0,3.22648259905569,0.175499444290146,1.87089961985869,0.749923591616879,0.29019454121145,0.502828820666369,1.47436269864806,0.965330253390594,7.10834593451157,1,1,0.855462540694334,0.672534303611129
"76",15,2021,8,3,7,16,"Y","N","Giant Danio",0,3.33809361816826,0.131567709687017,1.99069390040696,0.687135271136272,0.29186791468438,0.429283252094503,1.6142062358122,1.08101415341591,1.77301495101924,2,1.52631578947368,0.803924553921152,0.349553706567637
"77",0,2021,3,25,10,1,"N","N","Giant Danio",0,3.1618465458993,0.786344439769988,1.46723316512325,0.216606714251451,0.61689483324129,0.332605654431628,2.11278656425446,0.984608360175887,0.231826251631825,1,1,1.69979372402711,1.17754140463533
"78",1,2021,3,25,10,2,"N","N","Giant Danio",0,3.01254002736811,0.43480413400838,1.63912536328727,0.324287773560584,0.717870898061648,0.368208806211936,1.89698579733612,0.955655792206249,0.312861886754692,2,1.73684210526316,2.12603018727699,0.405747830207371
"79",2,2021,3,25,10,3,"N","N","Giant Danio",0,2.72993845200921,0.35298131280284,1.95116340462364,0.506809109663605,0.837952639373601,0.172989837494512,1.53662493979987,NA,NA,2,2,1.96987620771539,0.743369401995024
"80",3,2021,3,25,10,4,"N","N","Giant Danio",0,3.08287713298587,0.36284807497079,1.93486792160594,0.369740857614147,1.01478362763057,0.221698931090097,1.54650035940667,1.87027310751412,0.0107264719920389,3,2.89473684210526,2.46276177183977,0.708386841827502
"81",4,2021,3,25,10,5,"N","N","Giant Danio",0,3.01526018022386,1.04539482820552,2.06991029951974,0.269384319771526,1.23218999441414,0.259975400325471,5.91329869750616,NA,NA,3,3,2.74700864618541,0.596788973646562
"82",5,2021,3,25,10,6,"N","N","Giant Danio",0,1.93743791086243,1.23490840085005,0.806768648265546,0.137043855724098,0.59172339511332,0.187759902003983,2.84089259635526,NA,NA,1,1.57894736842105,1.23529568531071,0.60590515294399
"83",6,2021,3,25,10,7,"N","N","Giant Danio",0,1.92783428982817,0.797339680928625,0.734386995530168,0.191895392936125,0.407889174488773,0.101302194158438,4.77389775660477,NA,NA,1,1.36842105263158,0.850514787704833,0.876437062486
"84",7,2021,3,25,10,8,"N","N","Giant Danio",0,2.26941156690795,1.08768722741098,0.448416226695603,0.252356838293796,0.935557034307451,0.0815360094399106,4.89115601346142,NA,NA,1,1,1.94666055325302,0.642238793616683
"85",8,2021,3,25,10,9,"N","N","Giant Danio",0,2.22079796573555,1.19676363194554,0.124731111314985,0.125158175686176,0.563251443926281,0.183474976478661,3.42403181428893,NA,NA,1,1.42105263157895,1.12650288785256,1.2014220032283
"86",9,2021,3,25,10,10,"N","N","Giant Danio",0,2.47915503156222,1.33089158452454,0.185658590279293,0.244154355124355,0.956741761740506,0.195687293647243,3.84223935845602,NA,NA,1,1,2.04833106078448,0.947776319991875
"87",10,2021,3,25,10,11,"N","N","Giant Danio",0,2.84478021612167,1.28991447494892,0.206633284457254,0.22972705787835,1.6544814478133,0.132203823048084,3.09452092497914,1.37240534914909,0.19942801130768,2,1.57894736842105,3.69752294261711,0.506948868843541
"88",11,2021,3,25,10,12,"N","N","Giant Danio",0,3.15136542671597,1.32163732746936,0.27291568473815,0.263995498218671,0.947766027009813,0.269712599280511,3.63383449606949,1.36843799575121,0.215217756393339,1,1.15789473684211,2.2400795305417,0.999477803380958
"89",12,2021,3,25,10,13,"N","N","Giant Danio",0,3.17312800521297,1.25375337912489,0.900136278679707,0.172663119148098,0.704171317150919,0.163403511250173,2.888873914777,NA,NA,1,1,1.66293445276746,0.516537395708675
"90",13,2021,3,25,10,14,"N","N","Giant Danio",0,3.11378180246175,0.831207388906551,1.16102626820719,0.156187487154699,0.600624060175101,0.173977393865098,2.93761139115865,NA,NA,2,1.57894736842105,1.37867201262046,1.06434685230722
"91",14,2021,3,25,10,15,"N","N","Giant Danio",0,3.19537279211761,0.488432528031215,1.25313337792802,0.185069901027778,0.785646549308583,0.222390643880744,3.62096533568906,1.43866601338453,0.067215553656563,2,1.57894736842105,1.95747412104726,0.404743667247585
"92",15,2021,3,25,10,16,"N","N","Giant Danio",0,3.41828507387057,0.897451642290926,1.23507156077769,0.119243032906328,0.764220046695851,0.303437614825845,4.00788626231373,1.56767525823462,0.0372375863018046,1,1.05263157894737,2.03550570641758,0.610125306131511
"93",16,2021,3,25,10,17,"N","N","Giant Danio",0,3.63227300671335,1.46401018020234,1.17255007687042,0.088726280614808,0.876431323112127,0.405149791831984,4.58286375700861,1.68010499068975,0.0049042668212497,1,1,2.31363057160393,0.42170078692326
"94",17,2021,3,25,10,18,"N","N","Giant Danio",0,3.86960814358785,1.70853589230376,0.895481406080021,0.0877048082018469,1.56658325877941,0.428440686814635,3.45170166247924,1.83236016835684,0.000254746377645653,1,1.05263157894737,3.86248397212601,0.622266559547567
"95",18,2021,3,25,10,19,"N","N","Giant Danio",0,3.9042561350812,1.85845979423675,0.360670331933767,0.185431987248178,1.03029397921453,0.281025982952742,4.71443771932045,1.01153944082643,0.0242294266436074,1,1.05263157894737,2.45841326845204,0.727917249033414
"96",0,2021,10,6,38,1,"Y","N","Giant Danio",0,2.52178840978471,0.326676335444495,0.841245376456267,0.495515783612032,0.17741132684687,0.158649860263696,0.560263238085805,0.74160473912502,0.145001045829004,1,1,0.575106958185562,1.40437738834366
"97",1,2021,10,6,38,2,"Y","N","Giant Danio",0,2.56797565648258,0.334641802585311,0.895536349856867,0.485267311963545,0.163707903201169,0.222379319560709,0.675900105538377,0.705373760387814,0.146745639634424,1,1,0.509331652429539,0.432788254567004
"98",2,2021,10,6,38,3,"Y","N","Giant Danio",0,2.62977360976564,0.345272460813135,0.891716274216026,0.482468579444414,0.150541120269993,0.341751122910395,0.634400839337991,0.738861668603968,0.132470580816706,1,1,0.435834752580447,0.538036060019662
"99",3,2021,10,6,38,4,"Y","N","Giant Danio",0,2.71304045539319,0.341628681730309,0.873005887901736,0.496531441526593,0.14494950341574,0.307687043958978,0.620132342936926,0.758998599694427,0.117223534304323,1,1,0.409543796313257,0.43642227739787
"100",4,2021,10,6,38,5,"Y","N","Giant Danio",0,2.80532053440322,0.337760429883684,0.900340859047774,0.512024565009027,0.13903623661115,0.305336620238973,0.512399503604206,0.714162190250606,0.116722632836912,1,1,0.384650093926901,0.646497504353057
"101",5,2021,10,6,38,6,"Y","N","Giant Danio",0,2.89148147782047,0.3267643943001,0.949168571922522,0.510851845633652,0.138852878262672,0.295387489798692,0.500795084836223,0.691904777338256,0.152625883546033,1,1,0.386530750042924,0.280273333411374
"102",6,2021,10,6,38,7,"Y","N","Giant Danio",0,2.98156384255931,0.308353196050105,1.00287284131449,0.506167263073572,0.144842861728129,0.259194641976188,0.519197771361342,0.708014770932068,0.222848638878303,1,1,0.405255299498003,0.212591916732033
"103",7,2021,10,6,38,8,"Y","N","Giant Danio",0,3.05244268509033,0.297066153584454,1.03149893182384,0.532552253419853,0.148823367781594,0.265093143974414,0.595994995174575,0.867586701178883,0.17176221419555,1,1,0.415088518296151,0.238764253174323
"104",8,2021,10,6,38,9,"Y","N","Giant Danio",0,3.06159129022589,0.298477314788596,1.02970902549002,0.523582391281599,0.155072942705294,0.201061870100719,0.543865544959193,0.757308406870781,0.280037389871336,1,1,0.407662131279732,0.489222658198192
"105",9,2021,10,6,38,10,"Y","N","Giant Danio",0,3.10987058090707,0.29915621653685,1.04106682151219,0.514642896612939,0.162135244135624,0.215031778697171,0.601178908914939,0.788064423397515,0.148334754020636,1,1,0.406422972279889,0.357535878188122
"106",10,2021,10,6,38,11,"Y","N","Giant Danio",0,3.12711214970338,0.31201849430413,1.04504667534334,0.483378901590865,0.161724214002721,0.179916345023117,0.549397627790568,0.687786960729638,0.125108330021911,1,1,0.413947535434411,0.440789435773548
"107",11,2021,10,6,38,12,"Y","N","Giant Danio",0,3.20227737098132,0.314804396656617,1.03548930819444,0.496782243868585,0.163071623795396,0.193581650509769,0.570779820103195,0.680607021950729,0.0966681207336496,1,1,0.41569335728558,0.228061048732768
"108",12,2021,10,6,38,13,"Y","N","Giant Danio",0,3.32171038632185,0.306250847690822,1.0275361502013,0.50025174519447,0.161568517721085,0.240498053979803,0.54585761608255,0.612473341222256,0.113645170313679,1,1,0.419653655959421,0.31300420905622
"109",13,2021,10,6,38,14,"Y","N","Giant Danio",0,3.44848097219969,0.300838664967064,1.04199414017459,0.494706208052448,0.15295500399431,0.262654405846943,0.596865010169966,0.56471457920374,0.104781375810599,1,1,0.4148218264887,0.343325715904191
"110",14,2021,10,6,38,15,"Y","N","Giant Danio",0,3.58537562158272,0.294720382925266,1.07768446558771,0.46038954600306,0.1475453282614,0.351977069312218,0.615039118926526,0.557216795748656,0.0853004532787113,1,1,0.438371895224299,0.456922586242529
"111",0,2021,3,25,22,1,"N","N","Giant Danio",0,3.4985168247491,0.835034882310764,1.10194702059106,0.323584289805517,0.953314323593811,0.0877639785723293,1.68589430405072,1.62363784481286,0.270317362827631,2,1.94736842105263,2.21734821760692,0.42446720267827
"112",1,2021,3,25,22,2,"N","N","Giant Danio",0,3.56347651248705,1.03479152827915,1.23390120509045,0.169396267032841,0.920514279256605,0.0393230662895246,2.11297394977672,NA,NA,2,1.89473684210526,2.01517466600857,0.224399926221727
"113",2,2021,3,25,22,3,"N","N","Giant Danio",0,3.6140839196115,0.620330075701846,1.48887127956696,0.0670872033136012,0.33905761365341,0.0091768732223686,1.33976016660104,NA,NA,2,2,0.678115227306819,0.404230318111517
