,Year,Month,Day,Trial,Tailbeat_Num,Ablation,Darkness,Species,Flow,X_Center,Y_Center,X_SD,Y_SD,Z_SD,School_Polar,School_Speed,NND,Area,Groups,Mean_Groups,School_Height,Tailbeat_Freq
20,2024,02,21,31,21,N,N,Cherry Barb,0,4.585576401375778,0.8830569378412682,5.607365640143594,1.447892465396513,1.4921466311464002,0.27072146043505596,3.016652750816326,4.3244257865316955,1451.9338270433448,6.0,5.684210526315789,4.525348361534988,0.5921390874817724
21,2024,02,21,31,22,N,N,Cherry Barb,0,4.501549110272986,0.734891783074705,5.217985970478125,1.4252110930469046,0.8142169801906911,0.19249092024746717,5.294343172723041,3.8358860654463216,499.4543170327186,5.0,4.7894736842105265,2.4137303108060264,0.5999932585337188
22,2024,02,21,31,23,N,N,Cherry Barb,0,4.197862928962586,0.8539077996187634,5.64453697568343,1.3828076378792669,1.0521631562535618,0.10602902118840934,3.465554113712544,3.6440988491353314,525.4869942582416,5.0,4.315789473684211,3.320245429013507,0.7567033611072458
23,2024,02,21,31,24,N,N,Cherry Barb,0,4.639261746489175,0.8483854055349349,5.983693427142703,1.7281004963711422,0.9969027383802359,0.10593142371662582,1.6123813945624286,4.265689056192027,538.2603380651709,5.0,5.0,2.7864711589409525,0.4300340728886944
24,2024,02,21,31,25,N,N,Cherry Barb,0,4.61928879911787,0.49373542266818266,5.559663877916473,1.7329473862050604,0.3440165987444423,0.20668640130571303,2.171082776597159,4.224955903404455,62.488526810745405,5.0,4.894736842105263,0.8604466017976524,0.43720732946937096
25,2024,02,21,31,26,N,N,Cherry Barb,0,3.906259142763748,0.34777286546512465,4.557128642612034,1.2088882560196894,0.23445424325154854,0.12593664020110104,2.993333721053155,3.697092580445967,2.482230814562213,5.0,4.578947368421052,0.6196592162707081,0.656573810994072
26,2024,02,21,31,27,N,N,Cherry Barb,0,3.0958288529635833,0.29930282861769636,2.5154424091199403,0.6054264610315563,0.19180701354719676,0.16775402819561935,1.863499680622452,2.614064101406289,0.1723790302857791,3.0,3.0526315789473686,0.4705907123340758,0.674349727956158
27,2024,02,21,31,28,N,N,Cherry Barb,0,2.6665372540975425,0.2781371444221354,2.4218963261983446,0.4482919967726927,0.1592542390507443,0.15441037245304184,2.0538771227212185,,,2.0,2.0,0.37483372878164506,0.9826144097665654
28,2024,02,21,31,29,N,N,Cherry Barb,0,2.4398466339344695,0.23931261132124165,2.126159540480234,0.8538476919857102,0.16920954491982043,0.19322035322173478,1.8393558838774011,2.180228297986132,0.23577743123187625,3.0,2.6315789473684212,0.41774079155551264,0.9585405424258475
29,2024,02,21,31,30,N,N,Cherry Barb,0,2.329784900253733,0.19349550673074245,1.8781456874513125,1.122233769077587,0.14752110562055382,0.22096741669048395,2.6453978640789786,2.1763456202631533,0.24757703619576207,3.0,3.0,0.37564871648716414,0.6416997355809778
30,2024,02,21,31,31,N,N,Cherry Barb,0,2.8422077381412065,0.19502088075096002,1.4078234617855745,0.915634473053396,0.11165947872341912,0.13647997863646694,2.6136364222054027,2.173494794766996,0.026574328847995612,2.0,1.7894736842105263,0.2497983421847275,0.926596464626856
0,2024,04,02,30,1,Y,N,Cherry Barb,0,8.392673728087777,2.879780197590452,5.937090410155091,1.7116407132978564,0.6110778241676869,0.3554645844161416,4.978552732526675,1.64826266412214,63.71797875628997,4.0,3.6842105263157894,1.8826683030652414,2.4195641447649177
1,2024,04,02,30,2,Y,N,Cherry Barb,0,9.62070543452899,3.0228119105703293,5.165486057415785,1.460004194211826,0.604769460542603,0.32443258919908774,5.068652855324163,1.8820686462014518,34.60827243997558,3.0,2.6315789473684212,1.7401733364795082,0.7689594721527219
2,2024,04,02,30,3,Y,N,Cherry Barb,0,10.945760026344107,3.077535068758652,4.520753237886953,1.1205031734731645,0.6936011876564497,0.2118345235797209,5.027704697963963,1.4638714943393527,0.565612792897751,2.0,2.0,1.869425485780127,1.183213383167075
3,2024,04,02,30,4,Y,N,Cherry Barb,0,9.679541564708446,2.9829249877714705,4.821070922257067,1.2546947635573003,0.6712704079079943,0.22216033936845453,5.318007111312598,3.193582853331371,4.017971213779492,2.0,2.3157894736842106,1.6542886448986391,1.0924440415373637
4,2024,04,02,30,5,Y,N,Cherry Barb,0,7.534330027126981,2.899972152532912,5.6308158005758315,1.7954167791150106,0.7461046105519787,0.3126540857528535,3.787257460645433,3.0527159663742776,6.6967003435744035,3.0,3.0,1.926510160626362,1.19167069798344
5,2024,04,02,30,6,Y,N,Cherry Barb,0,5.986596090253372,2.8155405361832626,5.279044766312751,1.6782954163486705,0.7492919555368919,0.26438798568518834,3.6445462206595307,3.2391527994222193,10.395316201125944,3.0,3.0,2.0769143728783312,0.4368842654042207
6,2024,04,02,30,7,Y,N,Cherry Barb,0,5.97163314632143,2.817241165997711,5.304562427680039,1.6003320378264492,0.826020531126462,0.31532254139520693,4.633887430496463,3.369370832207599,9.261851597675886,3.0,3.473684210526316,2.258269415048884,0.6652334826340411
7,2024,04,02,30,8,Y,N,Cherry Barb,0,6.735271282351458,2.9429756571098964,6.354305070564597,1.73124831526758,0.9442252997704217,0.4479200044272863,4.737986646847594,1.692106301381944,10.670383701764319,3.0,3.0,2.29938702962389,0.7442967008288772
8,2024,04,02,30,9,Y,N,Cherry Barb,0,7.722442709814103,3.0196665861463496,6.75184068076496,1.7534549900006875,0.9087486768724614,0.48759450020143325,4.488326470696627,1.4101578810654956,9.84813402946423,3.0,2.8947368421052633,2.2388971650767613,0.6219473857258417
9,2024,04,02,30,10,Y,N,Cherry Barb,0,8.127965316450428,3.0310074711124693,7.164097072325738,1.5797749427168681,0.7798405980064127,0.5568117873565671,4.4619293260882715,1.30689349386686,25.222752072628747,2.0,2.0,2.053470733134145,0.5558985806671088
10,2024,04,02,30,11,Y,N,Cherry Barb,0,7.408080276363671,2.9263013154618838,7.203409843163344,1.39471829021439,0.6786251500889214,0.47202541076107996,3.278101126691689,1.0932542470980617,65.34727692826422,2.0,2.0,1.8332375563052026,0.5145328964626688
11,2024,04,02,30,12,Y,N,Cherry Barb,0,6.972406188637854,2.8202963009833324,7.194225549558059,1.1856981115715486,0.5835779032846411,0.404281682938561,4.140380902051554,1.1012100393186564,94.70879411684348,2.0,2.0,1.5416642216903405,0.5604362919108363
12,2024,04,02,30,13,Y,N,Cherry Barb,0,6.667037421001171,2.702882662224387,6.962323538999772,1.14943441115335,0.6853708542396449,0.3318512246868491,5.276131064610683,1.571188800297319,147.3478064367945,2.0,2.0526315789473686,1.793817448819131,0.5774921260256453
13,2024,04,02,30,14,Y,N,Cherry Barb,0,8.103844747573406,2.613634581890789,6.717631655071201,1.120011085871682,0.6526029392953379,0.3177138172086983,4.120632273215919,1.7699200421353876,45.08835638281584,2.0,2.0,1.8081680637877038,0.7415602803749838
14,2024,04,02,30,15,Y,N,Cherry Barb,0,8.856083121442873,2.5611979766984154,6.726296892386696,0.9155288738299765,0.5803190187025238,0.4369252637231428,2.4106165141434657,1.6588936977424567,74.00750564087818,2.0,2.0,1.709423482240732,1.0149047354976322
15,2024,04,02,30,16,Y,N,Cherry Barb,0,8.484704770562242,2.311154559315944,6.4094418821459485,0.6765490342456981,0.5904946770088886,0.3978893329476266,3.8063441261395585,2.3708706688806664,85.98153617387776,2.0,2.0,1.5941141593600257,1.0317273486175769
16,2024,04,02,30,17,Y,N,Cherry Barb,0,7.8317972647362195,2.034640634793949,6.464225835882798,0.7176885690984534,0.4614577787413154,0.4301496353324396,3.4963879664456954,1.5215974011189657,43.19901859526288,3.0,3.3157894736842106,1.2761012073173927,0.6577339932738958
17,2024,04,02,30,18,Y,N,Cherry Barb,0,7.364496938884737,2.064101742806023,6.219926800717031,0.6843394948911866,0.5169158124174699,0.2945540490323224,4.325142648573264,1.9606203864809606,1.423543190502708,3.0,2.8947368421052633,1.318841167673451,0.8207166421777808
18,2024,04,02,30,19,Y,N,Cherry Barb,0,7.636541136839434,1.9657093761101805,6.52374899820522,1.1018085813180605,0.614552017291816,0.5439038267745445,3.6646855821305153,1.870847672359656,190.3587412923053,4.0,4.2631578947368425,1.7533314446682056,1.111807762651811
19,2024,04,02,30,20,Y,N,Cherry Barb,0,8.479565098375895,1.69529916429128,4.9004886156795795,0.45363385780997684,0.15945571909631,0.3813926833036459,4.448077341085597,2.3152098717522755,0.1512462056533186,2.0,2.1578947368421053,0.38425312145786156,0.58218837803075
20,2024,04,02,30,21,Y,N,Cherry Barb,0,9.259365359556208,1.5700999016404376,5.018877767725894,0.7329538467088441,0.23717653462455565,0.5203595707038197,4.483333675804405,3.041609435796343,1.30888745861445,3.0,2.736842105263158,0.6414806545815839,1.222771534179933
21,2024,04,02,30,22,Y,N,Cherry Barb,0,9.40259864114716,1.458883972114748,5.316441973119228,0.7353244115264982,0.3382543163143671,0.5888012777952224,3.488589240077688,2.8836508737265034,3.8581570078218275,3.0,3.0,0.9756762159954001,1.1808590405473283
22,2024,04,02,30,23,Y,N,Cherry Barb,0,9.429722451676064,1.4897972621056672,5.240862309217394,1.0312455605367727,0.595168099746033,0.5026875181317055,4.347199609506473,3.1785839934044366,32.02688033295605,3.0,3.263157894736842,1.7856135676940579,0.9991129953461634
23,2024,04,02,30,24,Y,N,Cherry Barb,0,8.636819797677108,1.600270147489136,4.662695396163519,1.2011922529615806,0.8514139391489328,0.36444945616173036,4.610455708633682,2.43296724293282,37.11909440317233,4.0,3.8421052631578947,2.585824286071169,0.9809563800140252
24,2024,04,02,30,25,Y,N,Cherry Barb,0,7.493619439161165,1.563692046627141,5.431998170887103,1.2651989193950854,0.92462612902613,0.404030997890331,4.220204712538165,2.101443308321584,49.9976528586362,5.0,5.0,2.970352432726016,1.1872240506261034
25,2024,04,02,30,26,Y,N,Cherry Barb,0,7.088671315348518,1.4199856002975146,5.146484790292971,1.197186867693646,0.8214800297396646,0.349068762092251,4.18700911196575,2.168703228851625,88.98606868440727,5.0,4.7894736842105265,2.6431546386886833,0.6352884884571872
26,2024,04,02,30,27,Y,N,Cherry Barb,0,6.6351367737210065,1.340271035358621,4.899164839911182,1.2301457015256971,0.7281186165433834,0.45466060008077,4.321998794700312,2.1994317828568435,145.71255656386052,4.0,4.052631578947368,2.4106983172082947,0.7383135001151383
27,2024,04,02,30,28,Y,N,Cherry Barb,0,5.549184801921264,1.4803819301742278,4.666953764637394,1.2642595255781193,0.7598913125331352,0.42951884781230965,3.3764501271969287,2.182669382737078,168.17301854488056,5.0,4.578947368421052,2.4032681116902364,0.6813510996981077
28,2024,04,02,30,29,Y,N,Cherry Barb,0,4.889758334154608,1.5647288820912193,4.481072765201583,1.2035996346862476,0.8146137848195769,0.42642334684505573,3.4740376772180226,2.1494397930537326,107.19274222179871,5.0,4.894736842105263,2.629163792338892,0.7705916220325575
29,2024,04,02,30,30,Y,N,Cherry Barb,0,5.06614479387977,1.4831849025457882,4.364241001470617,1.1822997255130645,0.8433036680144625,0.4130590703718775,3.859286055526422,2.034709866298163,28.029315635868567,5.0,4.894736842105263,2.8365172691960256,0.6430939868668313
30,2024,04,02,30,31,Y,N,Cherry Barb,0,5.423933561762633,1.4686036490018448,3.663455039340881,0.5978762715886853,0.9117183069359276,0.4198976488874071,3.8217023632464304,1.7124608441296307,3.792278921548246,3.0,3.1578947368421053,2.826632440141359,0.8071448991789637
0,2024,04,02,12,1,Y,N,Cherry Barb,0,4.192419112642686,2.1221440979436967,4.344487346731094,0.7724268741569525,1.5920001185212755,0.2535721364934887,4.430713994644967,3.2246535854185088,198.79190109094097,4.0,4.0,4.0932829509393045,1.8855979735966097
1,2024,04,02,12,2,Y,N,Cherry Barb,0,4.202890350708404,2.036426895944628,4.249106880646972,0.7302142048523026,1.5970408272865997,0.19776071313635177,4.970617583917788,3.030772048339635,187.6144918551435,4.0,4.052631578947368,4.195859514760831,1.240065158590352
2,2024,04,02,12,3,Y,N,Cherry Barb,0,4.082325292775123,1.9712346495636208,4.060730466291382,0.7579463190511954,1.576897944889023,0.2307725181185216,4.375955633162508,2.4413426800784315,163.9647736196845,4.0,3.6315789473684212,4.2164222052364275,1.147104368785882
3,2024,04,02,12,4,Y,N,Cherry Barb,0,4.297917186892205,2.164647130687341,3.9896395680189314,0.7711136151037586,1.5478805071973374,0.27413788023623353,3.791515358567588,2.0391627988373386,66.79804539916351,3.0,3.1052631578947367,4.0982543978345065,1.1230987990386752
