,Year,Month,Day,Trial,Tailbeat_Num,Ablation,Darkness,Species,Flow,X_Center,Y_Center,X_SD,Y_SD,Z_SD,School_Polar,School_Speed,NND,Area,Groups,Mean_Groups,School_Height,Tailbeat_Freq
0,2024,03,28,02,1,N,N,Neon Tetra,0,11.39548725166225,1.2287095110302253,1.5177093193882052,1.4793286608448757,0.5492838220131522,0.2986093439679822,0.8785481998748349,1.4688363304844496,14.160931996671843,3.0,3.0,1.6128776578671569,1.3761195152236723
1,2024,03,28,02,2,N,N,Neon Tetra,0,11.562688863294033,1.2639722058633556,1.5448826825890143,1.520348009370098,0.5198054049807027,0.33563873654318593,0.7709071221967598,1.362622571717727,16.290817737084932,3.0,3.0,1.54069045163251,0.2807920089494334
2,2024,03,28,02,3,N,N,Neon Tetra,0,11.700666688416282,1.2778700290055724,1.5473001612160149,1.749493573480711,0.5012096525823421,0.4198630335312601,0.79538586764512,1.268933628001589,30.20664287524689,3.0,3.0,1.5683917442238495,0.2513593933504235
3,2024,03,28,02,4,N,N,Neon Tetra,0,11.633101645175827,1.2348416566671232,1.5106628360073826,1.7257579790447126,0.4831396231949964,0.45758406849327615,0.908184192955725,1.501145138203827,24.405334784746984,3.0,3.0,1.5704494259787256,0.26594167981812544
4,2024,03,28,02,5,N,N,Neon Tetra,0,11.64717426848253,1.2084450952832555,1.5094248256558185,1.6870334367560595,0.4519716656431261,0.4509371895815246,1.268182785796296,1.45397998193587,19.149125725270547,3.0,3.0,1.4066524038936596,0.44948707464355264
5,2024,03,28,02,6,N,N,Neon Tetra,0,11.735846004392334,1.1706234579004997,1.5797351723244175,1.6963348241936165,0.45517514819147226,0.46158557757366725,1.1283262036724806,1.5490168887208267,18.851745692290418,3.0,3.0,1.4700828521553597,0.4310081218091623
6,2024,03,28,02,7,N,N,Neon Tetra,0,11.783668448845114,1.1778395281390694,1.528388635030683,1.5750411148632382,0.47381649060137454,0.56125190745763,1.0646761725929952,1.4467121322395102,26.686677089433147,3.0,3.0,1.5038625290294336,0.28455098645881316
7,2024,03,28,02,8,N,N,Neon Tetra,0,11.742819210848502,1.1663400130285848,1.4868465744003112,1.4797473709719078,0.45437981871311817,0.5685527781044853,1.041196004862718,1.384242092090748,25.090611190547225,3.0,3.0,1.4395719056012033,0.3288314458534729
8,2024,03,28,02,9,N,N,Neon Tetra,0,11.664367137038438,1.1360591989982773,1.4754988255287036,1.425329762396232,0.4395126805794797,0.5416398219961525,1.126154071176901,1.4314163098810173,17.619042749572014,3.0,3.0,1.362380783682021,0.3964737189416346
9,2024,03,28,02,10,N,N,Neon Tetra,0,11.695658738592023,1.1707897860581011,1.5048682700627432,1.3615274605673455,0.45977507788769856,0.5864838447149602,1.1707751894406855,1.4564534135212743,23.265797764465947,3.0,3.0,1.3224501948826568,0.4818378897427107
10,2024,03,28,02,11,N,N,Neon Tetra,0,11.838433182822303,1.2168225037922855,1.6043806459093144,1.267841978109186,0.5061477936498967,0.5894771901500547,1.2822816455516646,1.4706342172812448,32.015829016619264,3.0,3.0,1.5949061110260654,0.3646103853037599
11,2024,03,28,02,12,N,N,Neon Tetra,0,11.924224668502227,1.2246305732709994,1.6423514697378732,1.196016385242354,0.5264002510450162,0.5839697391518485,0.9402065428147173,1.4951786265899314,34.178455770072084,3.0,2.8947368421052633,1.7307947598484268,0.34662708509620616
12,2024,03,28,02,13,N,N,Neon Tetra,0,11.95886830028762,1.2384685313691774,1.686318382007622,1.1142449376043506,0.5347813579061261,0.6015700152486584,1.051324300491655,1.5231782390352022,32.38938827496758,2.0,2.473684210526316,1.8074157634775307,0.47300688971377874
13,2024,03,28,02,14,N,N,Neon Tetra,0,11.917868407926395,1.2025870099753266,1.6746728349186044,1.0341139154452956,0.4999131919465994,0.5709102530260198,1.1177414359006261,1.4864192109731507,21.145668388120267,2.0,1.894736842105263,1.6716654515874465,0.4690312517532353
14,2024,03,28,02,15,N,N,Neon Tetra,0,11.925945456266351,1.1830609498090126,1.682472757905351,0.9816544869226215,0.488905153573667,0.5219379740301971,0.933533607643054,1.4568469593173252,16.08186550865608,1.0,1.1578947368421053,1.6615381199463422,0.3754541599888143
15,2024,03,28,02,16,N,N,Neon Tetra,0,11.970189199564079,1.185774407537599,1.7230864619898807,0.9753317446809211,0.4909162929693498,0.4302295707624541,0.9715170952270146,1.469154634360289,10.75367978888805,2.0,1.6842105263157894,1.5688002629181328,0.2781423365105047
16,2024,03,28,02,17,N,N,Neon Tetra,0,12.04208709304701,1.2066311034100736,1.7122260217653795,0.8709446118893522,0.5482546541442138,0.5800666066873338,1.1302099061293038,1.2972313384501128,11.74237591835613,1.0,1.0,1.9243719407424853,0.7043992123663556
17,2024,03,28,02,18,N,N,Neon Tetra,0,11.767680364693586,1.1488182703665075,1.4980773655114954,0.9021068584897944,0.4648039041695145,0.5889609248374192,1.0220488000524814,1.3690413735004758,5.290949835669314,1.0,1.0,1.610492400146261,0.4010635404773647
18,2024,03,28,02,19,N,N,Neon Tetra,0,11.429511416537196,1.079895261729858,1.1611838241458625,0.9475292307613016,0.3581264057422172,0.6040995551117296,1.0961759335040295,1.3758167290889352,1.0388610074631537,1.0,1.0,1.1615772240288358,0.4996272274447932
19,2024,03,28,02,20,N,N,Neon Tetra,0,11.578492314887948,1.1292208464881288,1.2595171503822187,0.9017493785973292,0.4265567285301726,0.6340247477981602,1.0643481312712921,1.335123664318834,1.166436410154246,1.0,1.0,1.40786848836133,0.6475412810333642
